Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1126.0,1130.0,1111.550048828125,1121.3499755859375,1114.047607421875,264741
2019-01-02,1116.0,1126.75,1101.449951171875,1106.300048828125,1099.0955810546875,322660
2019-01-03,1108.050048828125,1114.449951171875,1089.6500244140625,1091.75,1084.640380859375,357046
2019-01-04,1098.0,1104.3499755859375,1081.25,1099.050048828125,1091.892822265625,397992
2019-01-07,1105.1500244140625,1117.949951171875,1101.0,1103.449951171875,1096.2640380859375,303180
2019-01-08,1106.3499755859375,1109.9000244140625,1096.0999755859375,1103.949951171875,1096.7608642578125,513616
2019-01-09,1111.9000244140625,1116.0,1098.5,1108.4000244140625,1101.1820068359375,338370
2019-01-10,1108.4000244140625,1110.6500244140625,1102.0999755859375,1105.6500244140625,1098.4498291015625,203576
2019-01-11,1109.300048828125,1114.0,1089.5,1097.9000244140625,1090.750244140625,477873
2019-01-14,1096.699951171875,1102.0,1086.25,1096.449951171875,1089.3096923828125,258020
2019-01-15,1103.199951171875,1132.300048828125,1103.199951171875,1129.550048828125,1122.1943359375,661895
2019-01-16,1134.699951171875,1144.6500244140625,1130.25,1134.050048828125,1126.6649169921875,465380
2019-01-17,1141.0,1147.800048828125,1129.0999755859375,1133.75,1126.366943359375,776161
2019-01-18,1149.699951171875,1189.25,1135.5,1182.949951171875,1175.2464599609375,1808806
2019-01-21,1193.9000244140625,1237.4000244140625,1189.75,1234.5,1226.460693359375,1461187
2019-01-22,1234.0,1246.25,1219.4000244140625,1234.75,1226.7091064453125,1241159
2019-01-23,1233.4000244140625,1244.0,1222.5,1225.699951171875,1217.718017578125,419632
2019-01-24,1225.050048828125,1251.75,1220.0999755859375,1245.4000244140625,1237.289794921875,946733
2019-01-25,1250.0999755859375,1263.0,1236.550048828125,1246.25,1238.1341552734375,516086
2019-01-28,1253.0,1255.449951171875,1221.75,1229.5999755859375,1221.5926513671875,787401
2019-01-29,1230.0,1231.9000244140625,1201.5999755859375,1210.9000244140625,1203.0145263671875,578115
2019-01-30,1215.0,1224.9000244140625,1190.550048828125,1194.800048828125,1187.019287109375,450085
2019-01-31,1201.0,1229.800048828125,1201.0,1227.0999755859375,1219.1090087890625,620899
2019-02-01,1234.0,1253.0,1225.75,1247.300048828125,1239.177490234375,927747
2019-02-04,1245.550048828125,1297.0,1245.0,1291.1500244140625,1282.741943359375,1105463
2019-02-05,1292.0,1304.25,1278.5999755859375,1290.300048828125,1281.8974609375,945879
2019-02-06,1298.0,1316.5,1292.0,1309.8499755859375,1301.3199462890625,1086608
2019-02-07,1310.949951171875,1320.8499755859375,1285.800048828125,1290.199951171875,1281.7979736328125,739962
2019-02-08,1287.0,1298.699951171875,1272.25,1277.3499755859375,1269.03173828125,872003
2019-02-11,1277.0,1277.0,1251.0,1253.449951171875,1245.287353515625,330991
2019-02-12,1253.0,1272.0,1251.9000244140625,1256.699951171875,1248.51611328125,435053
2019-02-14,1240.25,1242.699951171875,1218.0999755859375,1225.5,1217.5194091796875,378130
2019-02-15,1225.0,1248.5,1215.0,1243.5,1235.4022216796875,641322
2019-02-18,1245.300048828125,1251.4000244140625,1215.949951171875,1219.75,1211.806884765625,796789
2019-02-19,1219.199951171875,1239.699951171875,1211.300048828125,1216.3499755859375,1208.428955078125,403246
2019-02-20,1226.0999755859375,1239.25,1218.75,1234.3499755859375,1226.311767578125,843803
2019-02-21,1236.0,1256.699951171875,1230.199951171875,1246.449951171875,1238.3328857421875,772710
2019-02-22,1241.25,1245.9000244140625,1226.0999755859375,1232.5999755859375,1224.5731201171875,1034097
2019-02-25,1235.800048828125,1243.0,1223.1500244140625,1232.1500244140625,1224.1260986328125,367746
2019-02-26,1214.4000244140625,1233.5999755859375,1206.1500244140625,1219.699951171875,1211.757080078125,520246
2019-02-27,1227.4000244140625,1244.0,1209.1500244140625,1222.449951171875,1214.4892578125,575146
2019-02-28,1231.0,1239.5,1225.3499755859375,1231.550048828125,1223.530029296875,512236
2019-03-01,1235.0,1242.5,1222.449951171875,1226.699951171875,1218.71142578125,507499
2019-03-05,1226.699951171875,1239.4000244140625,1218.199951171875,1236.949951171875,1228.894775390625,586805
2019-03-06,1239.5,1271.800048828125,1235.5,1263.550048828125,1255.321533203125,736337
2019-03-07,1262.699951171875,1279.0,1258.9000244140625,1269.8499755859375,1261.58056640625,779193
2019-03-08,1265.050048828125,1274.0,1261.5,1266.5999755859375,1258.351806640625,352593
2019-03-11,1270.800048828125,1313.0,1268.0999755859375,1301.0,1292.5277099609375,759441
2019-03-12,1317.0999755859375,1333.0,1315.5,1329.8499755859375,1321.1898193359375,1924635
2019-03-13,1334.5,1350.0,1327.75,1346.75,1337.979736328125,1028000
2019-03-14,1350.0,1361.449951171875,1334.0,1341.199951171875,1332.4658203125,1336698
2019-03-15,1345.0,1358.199951171875,1311.6500244140625,1322.5999755859375,1313.987060546875,874076
2019-03-18,1325.0999755859375,1358.1500244140625,1325.0999755859375,1347.5999755859375,1338.82421875,761355
2019-03-19,1359.0,1378.0,1343.0,1375.25,1366.2940673828125,938383
2019-03-20,1379.0,1386.5999755859375,1363.5999755859375,1375.5999755859375,1366.641845703125,627417
2019-03-22,1374.0,1380.25,1337.5,1342.0999755859375,1333.3599853515625,593064
2019-03-25,1330.0999755859375,1336.75,1317.1500244140625,1325.25,1316.6197509765625,488850
